Protein	HG_RPMI_exp_1	HG_RPMI_exp_2	HG_RPMI_exp_3	HG_RPMI_stat_1	HG_RPMI_stat_2	HG_RPMI_stat_3	HG_TSB_exp_1	HG_TSB_exp_2	HG_TSB_exp_3	HG_TSB_stat_1	HG_TSB_stat_2	HG_TSB_stat_3	ST_RPMI_exp_1	ST_RPMI_exp_2	ST_RPMI_exp_3	ST_RPMI_stat_1	ST_RPMI_stat_2	ST_RPMI_stat_3	ST_TSB_exp_1	ST_TSB_exp_2	ST_TSB_exp_3	ST_TSB_stat_1	ST_TSB_stat_2	ST_TSB_stat_3
SAOUHSC_02769	143429.9567	167143.5622	156910.1964	25325.1339	23314.87503	30287.1354	NA	NA	NA	NA	NA	NA	161739.6861	66096.36677	146288.523	35233.02405	83485.10037	100570.222	NA	NA	NA	NA	NA	NA
PotD	NA	495.5043045	NA	NA	NA	NA	2892.601237	2573.667974	NA	NA	1465.840347	NA	NA	NA	NA	NA	NA	2516.775166	NA	NA	2330.487711	NA	NA	NA
SAOUHSC_01999	155309.1307	96265.43324	142353.9624	166185.3203	76917.4861	136533.676	86885.58687	74612.42191	75043.98454	153410.8146	142794.569	144531.6696	101028.1249	66397.51718	96994.05424	107875.4476	126136.7554	191434.6682	67204.0027	46117.07794	66182.05123	130272.9209	128423.146	177404.3841
XerD	26111.0237	12925.31325	23310.9462	NA	NA	11470.40265	8971.045187	8604.566096	14996.03893	6110.148677	7253.553284	6447.69268	9502.80922	NA	16458.6313	10900.5465	5749.16595	NA	6647.541883	6816.383107	13632.25606	8651.85563	7908.939109	12384.83375
BsaA	18918.6829	13876.04321	15325.67663	17713.20109	13719.39678	11397.53838	20617.12009	16945.54892	18743.62305	34274.8751	31369.69494	32683.35454	20937.33052	5542.810915	15134.63021	13071.64098	14189.58594	12284.19097	17921.30462	11215.39835	13889.73667	25334.83559	23281.62334	38333.03882
Geh	17115.9116	19662.63764	18293.58869	NA	3421.313359	5931.872695	NA	NA	NA	18499.7747	15597.2421	17487.31774	48222.96428	24416.1633	20851.3303	26870.81348	13540.35467	15393.18446	1933.879585	NA	NA	33824.18	35912.72341	36143.51531
GlpP	8429.792093	5992.219195	8113.068211	3915.267889	3230.338943	1965.529244	6282.521103	NA	NA	NA	6151.106558	NA	10537.22042	3908.670868	6549.95386	2449.932078	4422.114684	15066.20858	NA	NA	NA	7267.359922	5894.536747	8115.76792
NusG	346319.0372	349722.0418	371900.0928	208388.5399	195001.4416	249285.1393	354264.8938	361115.9055	430036.8903	322384.6214	312143.3724	314087.3273	437817.7982	303082.2975	377568.2786	287898.1643	243224.8227	281228.1264	471631.2141	300012.3437	435102.1376	311208.2031	285967.7173	343282.3296
ThrB	NA	NA	NA	3046.158003	NA	NA	NA	5013.336127	6990.438549	9039.207199	12728.70818	9607.847865	5232.494066	NA	6476.901906	NA	NA	NA	NA	NA	6149.34952	NA	NA	10781.84561
SAOUHSC_00774	NA	NA	NA	8163.875305	6462.938712	5570.819468	NA	NA	NA	NA	NA	NA	NA	NA	NA	8681.239425	10082.20118	6243.92519	NA	NA	NA	NA	NA	NA
Veg	NA	NA	NA	NA	NA	NA	NA	NA	NA	6227.447157	8456.745974	4563.877001	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4958.892657
SAOUHSC_01476	270751.0392	203164.3616	209064.9581	84739.5672	66961.23868	107421.5915	315799.4597	212793.0267	266798.0134	142752.7655	118013.6873	123961.1923	252358.0428	171744.2208	214616.1663	105172.3274	97620.34653	91942.17982	249060.3358	129390.5272	246832.1637	138851.6747	122811.8504	124888.7785
SAOUHSC_01292	NA	27619.26818	11812.52509	53632.51768	36154.20103	36525.27577	19581.43825	21635.5967	NA	NA	NA	3415.614006	NA	952.0244882	34475.92918	34286.55997	69645.64522	36733.36794	NA	17968.45637	1991.510675	NA	NA	NA
PhoP	8279.950049	22800.50314	7920.412737	NA	7764.509225	5954.316296	19698.80763	19636.82238	22928.75411	41632.79514	63006.49642	49501.47394	9899.436289	5220.923702	8706.459448	7079.990558	8108.811931	8928.386	19587.79514	11088.13263	18789.73618	60156.85656	45302.89709	51184.43504
SAOUHSC_01468	NA	524.3278077	427.0571442	1327.04176	608.8395304	1477.628837	2467.582795	3851.952957	2476.986254	NA	2221.325546	NA	NA	1023.517184	939.473508	2362.492991	4588.499262	7565.890663	3347.846679	3810.960827	3944.762199	NA	NA	NA
MgrA	114842.3211	89832.12386	108230.2437	144729.9529	120281.4335	210772.2115	73839.00005	62007.31697	65423.70652	62773.70877	58596.63338	53830.99318	173484.0131	123563.9611	156233.1282	129294.92	134516.1258	152366.9118	87167.2909	55720.43452	96025.44607	113470.0562	83309.62913	98800.83714
ArsC	9909.437937	9133.108614	8275.956033	NA	8097.838369	5351.897963	8529.619081	9930.546889	11767.09541	6775.881336	6170.287791	6361.088741	10580.83598	7749.092909	8625.941601	6921.027654	5329.241511	10427.98943	11096.05301	7503.226381	10104.00436	NA	6314.543309	6307.888738
SAOUHSC_01336	278788.2279	339657.6097	325751.7273	199563.5138	184191.0964	274342.6294	364301.8524	358654.8618	266837.2371	141280.2471	134290.4482	148213.2044	270311.8713	229936.7428	259430.2501	239161.3256	190161.5902	145310.0665	243987.0903	158990.4075	225801.4612	233522.5573	175367.7657	177637.513
SAOUHSC_02370	25770.68994	32079.77909	29580.74973	18470.09475	16068.75883	14980.78099	38112.27698	33566.4151	19141.33153	36490.44361	35664.99931	32556.80855	19859.8771	20156.94208	19719.81609	16155.82109	17268.07158	9906.914022	28753.98105	22579.26437	15282.50534	41680.31876	42595.22129	31451.51821
Asp23	296671.7572	493907.7798	579152.1869	647441.2783	1131817.573	1504707.589	316210.2604	271893.1284	293339.9034	1199206.095	1413803.871	922285.7181	599299.6668	260977.5245	665999.5443	971115.4889	496842.4758	588543.9935	270659.1173	149765.1968	319743.4787	1005781.968	896416.5502	959358.3216
Fpg	18136.15369	16653.29327	23510.74064	6617.282566	9150.868645	7987.310673	35006.58726	34378.28016	28434.54642	18156.92103	17854.92337	18811.49389	23399.48157	28438.0833	21803.96643	7711.128376	9346.006486	10340.16922	26902.48309	27809.49391	26987.35847	30359.10373	22136.05406	22849.1657
CvfB	63068.30624	61793.07958	68633.96786	26355.09019	29364.88009	28373.58306	59920.35045	76495.18232	73449.2781	62625.28489	55148.85619	59712.45058	72803.73287	53511.53897	77859.49627	39400.29915	44595.92475	47263.42589	79864.14835	49500.14213	72254.31408	62921.32198	46308.94831	54637.22079
YidC	10273.3671	7456.466512	7509.439923	7033.646705	5295.535798	5263.224765	15638.02663	18685.20203	25772.30193	22605.68027	11716.54604	20454.07686	4231.622916	NA	7427.743789	19941.95439	13639.28861	5294.900374	28395.37935	11959.24743	25744.28616	10449.16234	12179.97258	17850.0432
HsdS1	30540.54881	23529.61035	39626.56032	43680.46737	17011.65922	41808.27455	34918.52739	33954.62165	30843.57843	29522.85196	31492.33379	29341.73935	24368.89188	20845.26883	18447.27941	40242.59045	22672.48983	35872.59087	28072.02992	35234.6752	29192.28497	33776.44089	32905.29188	23462.40398
ClfB	40094.90433	26949.94553	34672.47089	8503.349333	13060.6912	13791.25615	32951.8288	31995.78661	37814.18495	5287.786502	8169.483515	8471.180462	32038.25776	28856.20433	30331.83183	11779.3997	13009.37322	12708.1909	51626.05343	36175.97197	52834.11981	23322.46723	23943.02327	11550.19572
SAOUHSC_02668	8241.416117	7940.771878	6020.481067	6889.172844	3675.183366	9004.28784	18929.99291	15382.50071	17899.86897	10401.88153	18097.38156	9615.32416	9482.421825	6130.080321	6093.957289	9553.081063	12641.24621	15911.53499	15070.31591	16029.58718	15467.19638	18939.83087	12502.57334	6922.003854
SAOUHSC_03021	NA	NA	NA	7524.937617	11031.91902	14009.85673	NA	NA	NA	3083.44492	NA	NA	NA	NA	NA	8757.907316	17442.30585	18055.68039	NA	NA	NA	2289.041221	NA	NA
RplO	865168.0759	1039169.408	908750.331	559699.2647	449778.6245	520234.1766	931086.9127	1036344.624	1740675.854	640706.3871	586136.9088	636221.1798	1273542.844	689934.3181	1084628.451	494092.5833	456292.4648	628023.7312	2002826.171	1048563.609	1581727.531	535758.0218	597983.9005	502771.7909
RimM	25745.30811	30640.11136	30691.08396	21573.69219	18448.09979	29338.36212	37334.89469	44614.19208	39058.47479	17993.09436	21933.01629	15990.13836	25352.54456	22285.41973	13153.14151	18502.44326	20048.90511	19349.39757	44808.48167	29794.58603	30732.57423	14120.22108	24734.57353	15043.05648
SAOUHSC_02357	29929.18092	16584.55334	22510.16549	12952.74113	12468.15927	10340.08151	18274.83727	15894.80769	39357.63916	38469.26808	24431.37888	25668.88771	18438.64518	12613.42253	19196.16063	15660.61151	26428.29105	26232.73057	28220.36429	2960.70112	27857.11958	38286.63035	19445.45365	39739.82633
SAOUHSC_01719	36533.36545	26673.88807	25582.94547	24246.80779	10927.48213	25860.82612	30392.03203	21176.75463	34342.43507	24381.318	38833.84465	31482.97787	25025.70683	24764.34122	16444.89107	25087.69961	36174.47975	49506.78261	31472.34502	30889.06257	48715.63896	11903.48091	20151.15188	17857.1357
RpmE2	1301056.435	1148164.064	1564156.124	661071.5792	509201.4678	490165.3024	1905904.429	2182308.586	2143586.74	781160.2678	877594.9136	518046.3607	1344029.981	1255062.93	1096465.214	667012.8109	732405.5958	634348.6631	2397727.885	1580849.94	2280293.784	587315.2453	680713.474	547682.7311
PyrB	223125.6767	254121.1125	252103.3436	144655.7927	91716.17123	171725.5427	162288.9751	169640.6682	148799.6295	159243.85	159163.475	151440.9807	154577.0013	151692.6433	169094.8804	142513.1865	137347.332	102175.476	155845.6558	59653.32335	131753.7751	159205.2585	133439.3124	129754.4981
SAOUHSC_01264	9073.236112	6248.695716	7044.877981	3819.437837	11367.41601	3109.401175	2324.141933	4901.694734	8417.62796	23897.92833	16842.59351	24163.34136	11781.30261	4472.068039	6461.395469	NA	6518.532414	12932.41467	5728.944643	3766.048286	5034.793335	12301.71767	14316.31978	18944.15586
RplU	1280738.061	1473649.537	1513865.987	804728.6972	882113.821	918632.9119	2158362.986	2293746.104	1892633.893	516890.3924	510215.9921	494402.7687	1237662.891	999909.3646	1301633.495	1024417.859	788895.1964	493150.0763	2432548.004	1372025.64	1995463.791	547863.7863	496236.7926	501070.5464
GidB	10610.43039	15146.24067	12275.80536	NA	NA	12983.88859	6223.958935	9059.277396	16317.07206	NA	NA	NA	9431.079187	NA	15533.48591	NA	2171.667784	NA	10920.54053	4549.024098	7382.901397	NA	NA	6767.919737
SAOUHSC_01134	12839.0344	17041.01112	19792.99623	22113.03141	14952.39322	47183.67968	6925.184826	16407.5138	19477.00422	7647.191126	9556.59244	7551.811156	8748.400988	8711.409331	14175.94025	14388.25638	15641.05042	16421.37464	16799.31321	9792.020219	16114.76544	6111.621193	5940.899591	6203.0665
SAOUHSC_01709	NA	NA	NA	NA	NA	NA	NA	NA	NA	16475.3912	15549.26592	14511.03293	NA	NA	NA	NA	NA	NA	NA	NA	NA	16662.63844	19302.90898	18953.87811
SAOUHSC_02143	243804.2989	301704.9366	296801.0041	211237.0842	235242.2405	336625.3636	193059.2903	192928.4783	173700.5399	182898.7974	229551.1182	161847.511	186591.5993	187109.3702	177296.9727	204709.9887	224613.7553	143821.4724	164169.9561	119055.9883	148512.7809	165251.0759	195406.2991	159798.6821
SAOUHSC_01694	14652.70568	15575.49932	9971.848747	4057.480429	NA	5483.405905	8614.163409	9373.760309	20883.45585	17539.54914	14118.49978	16580.69828	20132.60734	7749.21685	13729.40347	2448.49772	11921.1824	9948.426714	15537.51439	8269.540837	15468.58537	NA	9929.950598	14522.51541
PmtC	6107.789617	7553.089941	5805.342117	5738.207502	8516.141725	9214.47312	14686.84521	12891.87338	10451.48676	42582.54389	46232.47861	39595.20165	9004.38749	3996.998263	4993.891103	7754.604701	6212.381877	6338.874611	13318.70934	9949.671022	11475.97273	33726.6731	31101.09774	26834.41012
CbiO1	5108.536484	NA	1757.558092	NA	NA	NA	NA	3498.334515	6105.909934	3351.158111	3322.77493	2961.788424	NA	NA	NA	NA	NA	NA	4988.383594	NA	5562.405405	NA	NA	NA
SAOUHSC_01470	NA	3039.68417	NA	NA	NA	3744.598533	6911.475006	7000.81113	9562.044051	NA	5314.920395	NA	NA	NA	NA	NA	6509.465264	4459.151285	8687.376354	NA	10114.39003	NA	5923.864352	NA
EsxA	19423.72077	16320.99707	24388.61634	14423.35817	9273.645573	15307.54344	17449.7017	21206.47717	8355.484515	16664.20844	17136.92102	20837.85619	9736.451498	NA	9111.649833	NA	7173.846804	NA	11543.72483	18948.59059	19494.55887	19772.44097	14992.53807	14793.95647
SAOUHSC_00610	15211.04278	14568.66628	13212.33824	NA	10615.99271	NA	17719.33209	17763.90092	16636.35228	9404.425501	NA	7437.407287	19824.93776	NA	15166.78898	9014.019993	NA	3403.780291	20373.61392	12402.08007	13401.27271	NA	NA	2789.40487
SufU	40441.78007	36896.97955	41258.23543	NA	11763.14111	5954.493666	49518.49465	57781.15014	80088.28966	49931.92741	38551.97064	55167.48138	44421.26215	22792.64614	30149.34018	10713.72392	10535.86393	12688.52632	49907.60423	35867.98266	47480.62464	28285.84954	32063.76192	43018.85117
AroE	38992.82267	48225.03923	41391.68547	NA	37340.04695	65890.35607	44188.55944	22804.96696	34826.05809	24431.47745	19817.00367	20231.57122	41283.08618	12941.15351	17538.74191	43249.32377	29419.99412	27331.00992	16985.58798	NA	20861.72507	38755.0229	24712.82016	16274.12702
SAOUHSC_01152	15587.20999	10977.88274	15883.54966	37099.76642	12760.23402	25945.10598	8047.790451	8571.225738	9417.17518	17186.3669	15364.15835	17321.22526	7104.099514	9558.759673	13700.80565	12854.6332	18321.21352	20353.13107	6591.580491	12405.45713	11052.19566	16524.55933	22787.65669	26981.63381
BglA	14202.13056	6228.194934	7428.737786	8134.679128	2969.261427	8043.081615	9416.700663	12945.94713	10970.94883	26060.95903	20608.93818	22384.34793	20518.9684	5522.643299	9172.448805	5695.973054	14574.99815	16287.8219	14151.24684	7110.846311	24749.89903	9729.661051	14411.1901	15089.85281
CysE	42212.20942	43633.21391	52208.26561	27640.47196	79483.5944	55728.42828	38144.19012	36862.80086	28931.57114	131435.0338	129514.1739	107702.4245	57002.45422	33381.70385	53642.87365	91492.93612	48926.28807	22655.01547	30252.55567	NA	21994.7699	93764.63999	120399.5877	110048.1597
TreC	27236.60477	18833.01927	36162.21203	11897.82876	13505.86562	19829.41443	28823.18282	30429.62158	25919.45113	44620.06569	25938.92657	37514.7049	24971.69004	24973.92748	22645.3334	9537.065338	14063.70214	NA	44364.62087	19331.25847	25127.0603	36045.56119	39755.96118	36544.33532
SAOUHSC_02653	34660.26956	13915.67897	23322.54756	17321.56223	6050.631215	10516.16269	NA	NA	NA	2481.427065	5935.603748	NA	16050.54179	14825.72044	11228.44521	11248.64786	10813.41397	6135.777622	NA	NA	NA	NA	NA	NA
SstD	50733.18748	53526.98332	48805.66566	39384.1413	36885.38155	49365.40441	51145.89306	45800.52357	40422.12917	21418.30251	18391.4871	23347.73003	60502.2937	45952.16163	55721.60772	64726.43244	45464.08815	28162.95887	27694.10051	25262.69513	31775.00325	9838.853747	15051.6876	18982.33641
Gcp	107085.9578	120262.1761	129683.4649	45188.82115	41329.76105	58475.73977	170433.7612	170454.976	140682.3421	80693.07542	77291.39416	76584.05924	115069.577	84402.42008	127048.4061	60184.28512	60424.70486	51951.05228	130106.6325	105521.8389	126032.1973	71312.77013	51287.17086	66729.24537
SAOUHSC_00792	8322.146356	10446.77985	6408.534299	13724.3174	14527.88162	12602.99298	10899.47463	6783.217963	7412.079892	22615.62165	21148.85473	20011.83064	9143.18317	6628.714583	7756.454972	13972.21041	12365.01187	15135.20241	8751.715506	1414.371006	4728.608562	21424.00016	15069.06046	16477.04924
ScpB	28922.77825	30351.67524	23640.18418	20327.83508	45916.01399	67182.38628	65523.85721	27796.37225	23514.73086	14247.32066	15399.77263	13603.17196	25416.94964	46341.79577	25339.48877	35726.74733	36762.21934	27190.85474	24280.51302	18217.98193	34025.871	28877.65594	2023.186632	11931.00494
SAOUHSC_01245	45245.72928	48022.84358	51476.0977	34864.32948	38120.42028	38432.76696	74864.88083	73409.03939	52881.39842	23615.34654	30050.60443	17540.02234	43096.78512	59308.236	39898.57698	37918.42521	36601.80513	25425.49536	56500.24769	71909.86151	59052.93603	32983.94253	29931.34253	28900.37377
CrtN	1162.94083	NA	NA	NA	NA	NA	8119.970618	1679.792664	7305.403694	27228.71518	27056.67705	19250.10987	3406.046317	NA	4184.986469	NA	NA	725.1181487	9136.276639	NA	1615.414425	23378.22439	15935.27322	24036.26711
SAOUHSC_02138	NA	2505.271729	NA	3968.705171	NA	5313.966314	4332.815903	2343.696246	1613.609406	3291.773365	5076.226515	2995.666275	NA	NA	NA	5171.481376	3245.854209	NA	409.871231	NA	NA	4840.598924	8065.729053	2821.794668
CstA	1707.635099	NA	451.3182141	NA	NA	NA	3815.460069	2637.334619	2975.038228	NA	NA	NA	2469.052984	NA	1204.320538	NA	NA	NA	5378.997216	3320.280549	5595.897852	NA	NA	NA
PnbA	4214.716969	3730.456604	2338.51374	10963.41701	7256.609789	10796.84322	2251.669492	3586.187103	8511.453439	63314.37788	58251.03596	60492.0206	12813.82542	12164.6411	11417.9055	14030.18444	21760.97327	32432.85971	14588.46632	6964.436635	9541.209057	56153.93319	55075.02151	60394.86208
WalK	NA	NA	NA	NA	NA	NA	3763.489082	3402.715349	NA	4671.394431	5248.565457	4944.532334	NA	NA	NA	NA	NA	NA	NA	NA	3132.701913	NA	3325.286155	2783.366362
SAOUHSC_02014	300902.3096	422769.5094	406066.8523	124477.7311	200399.8666	205614.6087	506906.9559	484943.234	530290.0325	278951.1897	330325.7686	281820.3744	616189.3943	320884.2714	616496.8806	211665.2204	156271.9988	96520.81344	472773.8673	259467.385	456328.7981	290212.1873	311628.53	303540.9068
YjbH	3179.135725	NA	2875.415015	NA	NA	NA	NA	1720.940571	2662.239911	2940.120001	719.5041537	2630.276056	4111.704197	NA	4533.426781	NA	NA	NA	3193.272486	NA	2621.437494	NA	NA	NA
HsdS2	4640.304349	6644.435391	4155.970389	2405.554842	NA	6915.056823	7949.214996	4171.451185	15582.98275	8040.108502	8657.001244	9967.275713	10335.35087	NA	1761.000249	NA	NA	3291.380779	3206.415112	2310.288264	3871.747144	4017.096187	5836.977426	7182.417032
SAOUHSC_01957	3894.614341	2174.591128	5099.224572	15379.66711	1578.981535	14751.12092	2373.996568	1733.041393	5270.285186	18723.01172	17875.05928	17061.39624	10591.95059	NA	6686.970111	10478.68823	7170.390679	16993.71833	5328.291559	2050.352067	4758.896452	16024.89961	14254.22806	18117.57795
SAOUHSC_02104	10528.84148	7486.727125	10854.57273	14183.90156	11990.12387	25807.22667	12679.33159	7016.776184	4504.717122	1708.234819	1461.76528	4360.290656	8272.123888	1238.378141	8047.248606	13308.74767	15144.32346	15776.71084	9289.306703	NA	3492.190363	10274.8072	7681.605156	8152.922041
NusB	171850.5659	259669.2176	262608.673	139621.9494	160846.2414	137755.0424	195951.5543	154707.7723	168360.1836	173616.2198	97441.14688	102507.5463	188364.0678	165219.019	200887.1235	149243.6768	155838.4452	97625.41079	175282.564	153763.1561	176166.8372	150814.747	100303.8082	95618.52378
SAOUHSC_00726	29957.8737	23219.30929	30442.79562	7336.338953	25021.22629	11219.98788	32070.82985	36553.17828	33022.34094	13977.3819	21174.15022	10596.05177	14241.34416	22090.53155	23274.16748	26467.82058	22006.50255	15495.8047	30753.65713	29571.66139	29526.84045	16697.08232	14277.04284	9636.569738
SAOUHSC_01257	5044.268476	10428.10059	13060.25281	NA	NA	6037.195618	5301.715213	NA	8212.759827	5736.338037	5201.845825	4100.276526	1903.692448	NA	11654.8034	4329.151843	4293.876475	6068.561077	6257.38126	7176.722728	7174.986467	NA	NA	5457.279181
AcyP	165734.3343	128002.6227	156995.9992	276539.8484	268637.435	180480.1536	82774.25965	89388.36869	139108.2846	155451.6787	150547.5727	156722.9795	166532.9394	69046.40048	125458.9873	170119.2153	350965.6092	509040.0928	144962.9246	47535.53222	72956.35494	201360.181	258686.466	139537.8053
SAOUHSC_00963	26781.22012	21331.73683	21731.44556	13142.27808	6507.534416	7796.349764	17796.91028	24462.92495	34386.78433	34507.13823	32407.32972	40210.30243	41319.36893	16754.31313	38033.71498	7676.962662	16529.52714	28145.38111	39779.55773	31196.68525	44849.41817	24490.22836	29555.52837	39265.38293
MutS	14975.85997	13691.22367	12772.47758	2910.895344	2736.077067	5199.972845	19409.65797	19209.27647	17703.42467	10018.5723	10896.11881	8719.712716	12805.12966	14690.33492	18454.79909	9784.340516	9893.147593	6938.593985	14874.97798	14968.10426	17989.12792	8688.372681	8362.996517	6594.863314
SAOUHSC_02739	32026.01421	26888.91036	31669.31577	14915.55127	8658.187568	18732.30103	20092.4585	26466.74475	32947.88525	41216.79328	32111.91677	38548.82113	20210.65241	7309.011873	14202.15514	13184.26732	17408.9237	19559.80863	23002.00423	15605.92496	22051.23421	28475.97719	21970.86769	34143.96114
